"appName","fileId","subId","subId2","classType","name"
"Tomcat8","314","1","0","class","AuthenticatorBase"
"Tomcat8","317","1","0","class","IOException"
"Tomcat8","318","1","0","class","LifecycleMBeanBase"
"Tomcat8","319","1","0","interface","Adapter"
"Tomcat8","319","15","0","class","Exception"
"Tomcat8","320","1","0","class","ServletInputStream"
"Tomcat8","320","17","0","interface","PrivilegedExceptionAction"
"Tomcat8","320","18","0","interface","PrivilegedExceptionAction"
"Tomcat8","320","19","0","interface","PrivilegedExceptionAction"
"Tomcat8","320","20","0","interface","PrivilegedExceptionAction"
"Tomcat8","320","21","0","interface","PrivilegedExceptionAction"
"Tomcat8","321","1","0","class","ServletOutputStream"
"Tomcat8","322","1","0","interface","Principal"
"Tomcat8","322","1","1","interface","Serializable"
"Tomcat8","323","1","0","class","BufferedReader"
"Tomcat8","324","1","0","class","PrintWriter"
"Tomcat8","326","1","0","class","Writer"
"Tomcat8","326","66","0","interface","PrivilegedExceptionAction"
"Tomcat8","327","1","0","interface","HttpServletRequest"
"Tomcat8","328","1","0","interface","HttpServletRequest"
"Tomcat8","328","2","0","interface","PrivilegedAction"
"Tomcat8","328","3","0","interface","PrivilegedAction"
"Tomcat8","328","4","0","interface","PrivilegedAction"
"Tomcat8","328","5","0","interface","PrivilegedAction"
"Tomcat8","328","6","0","interface","PrivilegedAction"
"Tomcat8","328","7","0","interface","PrivilegedAction"
"Tomcat8","328","8","0","interface","PrivilegedAction"
"Tomcat8","328","9","0","interface","PrivilegedAction"
"Tomcat8","328","10","0","interface","PrivilegedAction"
"Tomcat8","328","11","0","interface","PrivilegedAction"
"Tomcat8","328","12","0","interface","PrivilegedAction"
"Tomcat8","328","13","0","interface","PrivilegedAction"
"Tomcat8","328","14","0","interface","PrivilegedAction"
"Tomcat8","329","1","0","interface","HttpServletResponse"
"Tomcat8","329","96","0","interface","PrivilegedAction"
"Tomcat8","329","97","0","interface","PrivilegedAction"
"Tomcat8","329","98","0","interface","PrivilegedExceptionAction"
"Tomcat8","330","1","0","interface","HttpServletResponse"
"Tomcat8","330","2","0","interface","PrivilegedAction"
"Tomcat8","330","3","0","interface","PrivilegedAction"
"Tomcat8","330","4","0","interface","PrivilegedExceptionAction"
"Tomcat8","333","1","0","class","EventObject"
"Tomcat8","337","1","0","interface","AccessLog"
"Tomcat8","338","1","0","interface","ServletContext"
"Tomcat8","339","1","0","interface","ServletContext"
"Tomcat8","339","67","0","interface","PrivilegedExceptionAction"
"Tomcat8","340","1","0","interface","AsyncDispatcher"
"Tomcat8","340","1","1","interface","RequestDispatcher"
"Tomcat8","340","2","0","interface","PrivilegedExceptionAction"
"Tomcat8","340","3","0","interface","PrivilegedExceptionAction"
"Tomcat8","340","4","0","interface","PrivilegedExceptionAction"
"Tomcat8","341","1","0","interface","FilterChain"
"Tomcat8","342","1","0","interface","FilterConfig"
"Tomcat8","342","1","1","interface","Serializable"
"Tomcat8","344","1","0","interface","FilterRegistration.Dynamic"
"Tomcat8","345","1","0","class","HttpServletRequestWrapper"
"Tomcat8","345","60","0","interface","Enumeration"
"Tomcat8","346","1","0","class","HttpServletResponseWrapper"
"Tomcat8","347","7","0","interface","HttpServletMapping"
"Tomcat8","348","1","0","interface","Part"
"Tomcat8","349","1","0","interface","PushBuilder"
"Tomcat8","350","1","0","class","ServletRequestWrapper"
"Tomcat8","351","1","0","class","ServletResponseWrapper"
"Tomcat8","352","1","0","interface","ServletRegistration.Dynamic"
"Tomcat8","353","1","0","interface","SessionCookieConfig"
"Tomcat8","354","1","0","interface","LifecycleListener"
"Tomcat8","356","1","0","interface","AsyncContext"
"Tomcat8","356","1","1","interface","AsyncContextCallback"
"Tomcat8","356","41","0","class","Exception"
"Tomcat8","356","42","0","interface","Runnable"
"Tomcat8","356","43","0","interface","Runnable"
"Tomcat8","360","1","0","interface","InstanceManager"
"Tomcat8","360","46","0","interface","PrivilegedAction"
"Tomcat8","360","47","0","interface","PrivilegedAction"
"Tomcat8","360","48","0","interface","PrivilegedExceptionAction"
"Tomcat8","361","1","0","interface","LifecycleListener"
"Tomcat8","361","1","1","interface","ContainerListener"
"Tomcat8","362","1","0","interface","LifecycleListener"
"Tomcat8","363","1","0","interface","LifecycleListener"
"Tomcat8","364","1","0","interface","LifecycleListener"
"Tomcat8","364","1","1","interface","PropertyChangeListener"
"Tomcat8","366","1","0","class","ValveBase"
"Tomcat8","368","1","0","class","ValveBase"
"Tomcat8","370","1","0","class","ValveBase"
"Tomcat8","376","1","0","interface","ServletConfig"
"Tomcat8","377","1","0","class","ValveBase"
"Tomcat8","378","1","0","class","FrameworkListener"
"Tomcat8","384","1","0","class","FilterBase"
"Tomcat8","384","9","0","class","HttpServletResponseWrapper"
"Tomcat8","386","1","0","class","GenericFilter"
"Tomcat8","387","1","0","class","CsrfPreventionFilterBase"
"Tomcat8","387","11","0","class","HttpServletResponseWrapper"
"Tomcat8","387","12","0","interface","Serializable"
"Tomcat8","388","1","0","class","FilterBase"
"Tomcat8","389","1","0","class","FilterBase"
"Tomcat8","389","6","0","class","HttpServletResponseWrapper"
"Tomcat8","389","7","0","class","PrintWriter"
"Tomcat8","389","8","0","class","ServletOutputStream"
"Tomcat8","390","1","0","class","FilterBase"
"Tomcat8","391","1","0","interface","Filter"
"Tomcat8","392","1","0","class","FilterBase"
"Tomcat8","393","1","0","class","RequestFilter"
"Tomcat8","394","1","0","class","FilterBase"
"Tomcat8","395","1","0","class","RequestFilter"
"Tomcat8","396","1","0","class","GenericFilter"
"Tomcat8","396","3","0","class","HttpServletRequestWrapper"
"Tomcat8","397","1","0","class","GenericFilter"
"Tomcat8","398","1","0","class","FilterBase"
"Tomcat8","399","1","0","class","CsrfPreventionFilterBase"
"Tomcat8","399","10","0","interface","RestCsrfPreventionStrategy"
"Tomcat8","399","11","0","interface","RestCsrfPreventionStrategy"
"Tomcat8","400","1","0","interface","Filter"
"Tomcat8","401","1","0","class","FilterBase"
"Tomcat8","402","1","0","class","GenericFilter"
"Tomcat8","408","1","0","interface","LifecycleListener"
"Tomcat8","409","1","0","interface","Sender"
"Tomcat8","412","1","0","interface","Sender"
"Tomcat8","415","1","0","interface","ChannelListener"
"Tomcat8","418","1","0","interface","ClusterMessage"
"Tomcat8","419","1","0","interface","RuleSet"
"Tomcat8","425","1","0","class","ClusterMessageBase"
"Tomcat8","427","1","0","interface","ClusterMessage"
"Tomcat8","428","11","0","interface","java.io.FilenameFilter"
"Tomcat8","431","1","0","class","ClusterListener"
"Tomcat8","432","1","0","class","ClusterManagerBase"
"Tomcat8","433","1","0","interface","Externalizable"
"Tomcat8","433","41","0","interface","java.io.Externalizable"
"Tomcat8","446","1","0","class","EventObject"
"Tomcat8","447","1","0","class","Exception"
"Tomcat8","451","1","0","class","WebappClassLoaderBase"
"Tomcat8","453","1","0","class","WebappClassLoaderBase"
"Tomcat8","458","1","0","interface","Session"
"Tomcat8","461","1","0","class","HostManagerServlet"
"Tomcat8","462","1","0","class","ManagerServlet"
"Tomcat8","463","1","0","class","HttpServlet"
"Tomcat8","468","1","0","interface","Comparator"
"Tomcat8","472","52","0","class","MapElement"
"Tomcat8","472","54","0","class","MapElement"
"Tomcat8","472","55","0","class","MapElement"
"Tomcat8","472","56","0","class","MapElement"
"Tomcat8","476","1","0","class","BaseModelMBean"
"Tomcat8","477","1","0","class","BaseCatalinaMBean"
"Tomcat8","478","1","0","class","ClassNameMBean"
"Tomcat8","479","1","0","class","BaseCatalinaMBean"
"Tomcat8","480","1","0","class","BaseCatalinaMBean"
"Tomcat8","481","1","0","class","BaseCatalinaMBean"
"Tomcat8","482","1","0","class","BaseCatalinaMBean"
"Tomcat8","483","1","0","class","BaseCatalinaMBean"
"Tomcat8","484","1","0","class","BaseModelMBean"
"Tomcat8","485","1","0","interface","LifecycleListener"
"Tomcat8","486","1","0","class","BaseModelMBean"
"Tomcat8","490","1","0","class","SparseUserDatabaseMBean"
"Tomcat8","491","1","0","class","BaseModelMBean"
"Tomcat8","492","1","0","class","BaseModelMBean"
"Tomcat8","493","1","0","class","BaseCatalinaMBean"
"Tomcat8","494","1","0","class","BaseModelMBean"
"Tomcat8","495","1","0","class","BaseModelMBean"
"Tomcat8","497","1","0","class","RealmBase"
"Tomcat8","498","1","0","class","RealmBase"
"Tomcat8","499","1","0","class","RealmBase"
"Tomcat8","500","1","0","interface","CredentialHandler"
"Tomcat8","501","1","0","interface","TomcatPrincipal"
"Tomcat8","501","1","1","interface","Serializable"
"Tomcat8","501","29","0","interface","Serializable"
"Tomcat8","502","1","0","interface","CallbackHandler"
"Tomcat8","504","1","0","class","RealmBase"
"Tomcat8","505","1","0","class","RealmBase"
"Tomcat8","506","1","0","class","CombinedRealm"
"Tomcat8","507","1","0","class","RealmBase"
"Tomcat8","508","1","0","interface","RuleSet"
"Tomcat8","509","1","0","class","DigestCredentialHandlerBase"
"Tomcat8","510","1","0","interface","CredentialHandler"
"Tomcat8","511","1","0","class","RealmBase"
"Tomcat8","513","1","0","class","DigestCredentialHandlerBase"
"Tomcat8","514","1","0","class","RealmBase"
"Tomcat8","514","21","0","class","GenericPrincipal"
"Tomcat8","515","1","0","interface","X509UsernameRetriever"
"Tomcat8","520","1","0","class","BasicPermission"
"Tomcat8","523","1","0","interface","LifecycleListener"
"Tomcat8","527","1","0","class","HttpServlet"
"Tomcat8","527","30","0","class","InputStream"
"Tomcat8","528","1","0","class","HttpServlet"
"Tomcat8","528","85","0","interface","Serializable"
"Tomcat8","528","87","0","interface","EntityResolver2"
"Tomcat8","528","90","0","interface","Comparator"
"Tomcat8","528","91","0","interface","Comparator"
"Tomcat8","528","92","0","interface","Comparator"
"Tomcat8","528","93","0","interface","Comparator"
"Tomcat8","529","1","0","class","DefaultServlet"
"Tomcat8","529","61","0","interface","Serializable"
"Tomcat8","529","62","0","interface","EntityResolver"
"Tomcat8","531","1","0","class","StoreBase"
"Tomcat8","532","1","0","class","StoreBase"
"Tomcat8","534","1","0","class","PersistentManagerBase"
"Tomcat8","536","1","0","class","ManagerBase"
"Tomcat8","536","3","0","interface","PrivilegedExceptionAction"
"Tomcat8","536","4","0","interface","PrivilegedExceptionAction"
"Tomcat8","537","1","0","interface","HttpSession"
"Tomcat8","537","1","1","interface","Session"
"Tomcat8","537","1","2","interface","Serializable"
"Tomcat8","537","86","0","interface","PrivilegedAction"
"Tomcat8","538","1","0","interface","HttpSession"
"Tomcat8","540","1","0","class","IllegalStateException"
"Tomcat8","542","1","0","class","EventObject"
"Tomcat8","545","1","0","class","ServletOutputStream"
"Tomcat8","546","13","0","class","Node"
"Tomcat8","546","17","0","class","Node"
"Tomcat8","546","18","0","class","OppNode"
"Tomcat8","546","19","0","class","OppNode"
"Tomcat8","546","20","0","class","OppNode"
"Tomcat8","546","21","0","class","OppNode"
"Tomcat8","546","22","0","class","CompareNode"
"Tomcat8","546","23","0","class","CompareNode"
"Tomcat8","546","24","0","class","CompareNode"
"Tomcat8","548","1","0","class","HttpServletResponseWrapper"
"Tomcat8","550","1","0","interface","SSICommand"
"Tomcat8","552","1","0","interface","SSICommand"
"Tomcat8","553","1","0","interface","SSICommand"
"Tomcat8","554","1","0","interface","SSICommand"
"Tomcat8","556","1","0","class","GenericFilter"
"Tomcat8","557","1","0","interface","SSICommand"
"Tomcat8","558","1","0","interface","SSICommand"
"Tomcat8","559","1","0","interface","SSICommand"
"Tomcat8","561","1","0","interface","SSICommand"
"Tomcat8","563","1","0","class","HttpServlet"
"Tomcat8","564","1","0","interface","SSIExternalResolver"
"Tomcat8","566","1","0","interface","SSICommand"
"Tomcat8","567","1","0","class","Exception"
"Tomcat8","568","1","0","class","Rule"
"Tomcat8","570","62","0","class","Thread"
"Tomcat8","570","64","0","class","Rule"
"Tomcat8","571","1","0","interface","ConfigurationSource"
"Tomcat8","573","1","0","class","Rule"
"Tomcat8","575","1","0","class","Rule"
"Tomcat8","577","1","0","interface","LifecycleListener"
"Tomcat8","577","66","0","interface","Runnable"
"Tomcat8","577","86","0","interface","LifecycleListener"
"Tomcat8","578","1","0","interface","RuleSet"
"Tomcat8","579","1","0","class","Rule"
"Tomcat8","580","1","0","interface","RuleSet"
"Tomcat8","581","1","0","interface","LifecycleListener"
"Tomcat8","582","1","0","interface","RuleSet"
"Tomcat8","585","1","0","interface","UserDatabase"
"Tomcat8","586","1","0","interface","LifecycleListener"
"Tomcat8","586","62","0","interface","Runnable"
"Tomcat8","586","63","0","interface","Runnable"
"Tomcat8","586","64","0","interface","Runnable"
"Tomcat8","586","65","0","interface","Runnable"
"Tomcat8","586","66","0","interface","LifecycleListener"
"Tomcat8","587","1","0","interface","RuleSet"
"Tomcat8","588","1","0","class","Rule"
"Tomcat8","589","1","0","class","ObjectCreateRule"
"Tomcat8","589","6","0","interface","LifecycleListener"
"Tomcat8","590","1","0","interface","RuleSet"
"Tomcat8","591","1","0","interface","UserDatabase"
"Tomcat8","592","1","0","interface","RuleSet"
"Tomcat8","593","1","0","interface","ForkJoinWorkerThreadFactory"
"Tomcat8","593","3","0","class","ForkJoinWorkerThread"
"Tomcat8","594","1","0","class","Rule"
"Tomcat8","595","45","0","class","RealmBase"
"Tomcat8","595","58","0","interface","LifecycleListener"
"Tomcat8","595","59","0","interface","LifecycleListener"
"Tomcat8","595","60","0","class","StandardWrapper"
"Tomcat8","597","1","0","interface","LifecycleListener"
"Tomcat8","597","32","0","interface","Runnable"
"Tomcat8","599","1","0","interface","LifecycleListener"
"Tomcat8","603","1","0","class","StoreFactoryBase"
"Tomcat8","604","1","0","class","StoreAppender"
"Tomcat8","605","1","0","class","StoreFactoryBase"
"Tomcat8","606","1","0","class","StoreFactoryBase"
"Tomcat8","607","1","0","class","StoreAppender"
"Tomcat8","609","1","0","class","StoreFactoryBase"
"Tomcat8","610","1","0","class","StoreFactoryBase"
"Tomcat8","611","1","0","class","StoreFactoryBase"
"Tomcat8","614","1","0","class","StoreFactoryBase"
"Tomcat8","615","1","0","class","StoreFactoryBase"
"Tomcat8","616","1","0","class","StoreFactoryBase"
"Tomcat8","617","1","0","class","StoreFactoryBase"
"Tomcat8","618","1","0","class","StoreFactoryBase"
"Tomcat8","619","1","0","class","StoreFactoryBase"
"Tomcat8","620","1","0","class","StoreFactoryBase"
"Tomcat8","621","1","0","class","StoreFactoryBase"
"Tomcat8","622","1","0","class","StoreFactoryBase"
"Tomcat8","623","1","0","class","StoreFactoryBase"
"Tomcat8","624","1","0","class","StoreFactoryBase"
"Tomcat8","625","1","0","class","StoreFactoryBase"
"Tomcat8","626","1","0","class","StoreFactoryBase"
"Tomcat8","627","1","0","class","StoreFactoryBase"
"Tomcat8","629","1","0","interface","IStoreConfig"
"Tomcat8","630","1","0","interface","LifecycleListener"
"Tomcat8","631","1","0","class","StoreAppender"
"Tomcat8","633","1","0","interface","IStoreFactory"
"Tomcat8","634","1","0","class","Rule"
"Tomcat8","638","1","0","class","StoreFactoryBase"
"Tomcat8","639","1","0","class","StoreFactoryBase"
"Tomcat8","640","1","0","class","StoreFactoryBase"
"Tomcat8","641","1","0","class","StoreFactoryBase"
"Tomcat8","646","1","0","interface","Externalizable"
"Tomcat8","648","1","0","class","Exception"
"Tomcat8","655","6","0","interface","Comparator"
"Tomcat8","655","6","1","interface","Serializable"
"Tomcat8","657","1","0","interface","ChannelInterceptor"
"Tomcat8","672","1","0","class","ChannelInterceptorBase"
"Tomcat8","672","57","0","interface","InterceptorEvent"
"Tomcat8","673","1","0","class","ChannelInterceptorBase"
"Tomcat8","674","1","0","class","ChannelInterceptorBase"
"Tomcat8","683","1","0","class","ChannelInterceptorBase"
"Tomcat8","686","1","0","interface","ChannelListener"
"Tomcat8","687","1","0","interface","Externalizable"
"Tomcat8","687","11","0","class","RpcMessage"
"Tomcat8","690","1","0","interface","ChannelMessage"
"Tomcat8","691","1","0","class","OutputStream"
"Tomcat8","694","1","0","class","ObjectInputStream"
"Tomcat8","695","1","0","interface","Serializable"
"Tomcat8","700","1","0","interface","StreamProvider"
"Tomcat8","701","1","0","class","AbstractStreamProvider"
"Tomcat8","705","1","0","class","CloudMembershipProvider"
"Tomcat8","706","1","0","class","AbstractStreamProvider"
"Tomcat8","707","1","0","class","CloudMembershipProvider"
"Tomcat8","709","1","0","class","AbstractStreamProvider"
"Tomcat8","712","1","0","class","MembershipProviderBase"
"Tomcat8","712","48","0","class","Thread"
"Tomcat8","712","49","0","class","Thread"
"Tomcat8","712","50","0","class","Thread"
"Tomcat8","714","1","0","interface","Member"
"Tomcat8","714","1","1","interface","java.io.Externalizable"
"Tomcat8","715","1","0","interface","Cloneable"
"Tomcat8","715","22","0","interface","Comparator"
"Tomcat8","715","22","1","interface","Serializable"
"Tomcat8","716","1","0","interface","MembershipProvider"
"Tomcat8","717","1","0","interface","MembershipService"
"Tomcat8","717","1","1","interface","MembershipListener"
"Tomcat8","718","1","0","class","MemberImpl"
"Tomcat8","726","1","0","class","RuntimeException"
"Tomcat8","727","1","0","interface","Map"
"Tomcat8","727","1","1","interface","Serializable"
"Tomcat8","727","1","2","interface","RpcCallback"
"Tomcat8","727","1","3","interface","ChannelListener"
"Tomcat8","727","1","4","interface","MembershipListener"
"Tomcat8","727","1","5","interface","Heartbeat"
"Tomcat8","727","73","0","interface","Map.Entry"
"Tomcat8","727","74","0","interface","Serializable"
"Tomcat8","727","74","1","interface","Cloneable"
"Tomcat8","728","1","0","class","AbstractReplicatedMap"
"Tomcat8","729","1","0","class","AbstractReplicatedMap"
"Tomcat8","731","1","0","interface","Runnable"
"Tomcat8","732","1","0","interface","DataSender"
"Tomcat8","738","1","0","class","AbstractRxTask"
"Tomcat8","739","1","0","class","AbstractSender"
"Tomcat8","744","1","0","interface","ChannelReceiver"
"Tomcat8","744","1","1","interface","ListenCallback"
"Tomcat8","744","1","2","interface","RxTaskPool.TaskCreator"
"Tomcat8","744","116","0","interface","ThreadFactory"
"Tomcat8","745","1","0","interface","ChannelSender"
"Tomcat8","748","1","0","interface","Serializable"
"Tomcat8","751","5","0","class","ThreadPoolExecutor"
"Tomcat8","751","6","0","class","LinkedBlockingQueue"
"Tomcat8","754","1","0","interface","ThreadFactory"
"Tomcat8","758","1","0","interface","Group"
"Tomcat8","759","1","0","interface","Role"
"Tomcat8","760","1","0","interface","User"
"Tomcat8","762","1","0","class","SparseUserDatabase"
"Tomcat8","763","1","0","interface","ObjectFactory"
"Tomcat8","764","1","0","class","AbstractGroup"
"Tomcat8","765","1","0","class","AbstractRole"
"Tomcat8","766","1","0","class","AbstractUser"
"Tomcat8","767","1","0","class","GenericGroup"
"Tomcat8","768","1","0","class","GenericRole"
"Tomcat8","769","1","0","class","GenericUser"
"Tomcat8","770","1","0","interface","UserDatabase"
"Tomcat8","771","1","0","interface","ObjectFactory"
"Tomcat8","772","1","0","interface","UserDatabase"
"Tomcat8","775","1","0","class","ObjectInputStream"
"Tomcat8","780","1","0","interface","Lifecycle"
"Tomcat8","783","1","0","interface","Map"
"Tomcat8","783","1","1","interface","Serializable"
"Tomcat8","785","1","0","class","HashSet"
"Tomcat8","789","1","0","class","SessionIdGeneratorBase"
"Tomcat8","794","1","0","interface","Cloneable"
"Tomcat8","798","1","0","class","AbstractAccessLogValve"
"Tomcat8","800","1","0","class","ValveBase"
"Tomcat8","800","27","0","interface","HttpSessionBindingListener"
"Tomcat8","800","27","1","interface","Serializable"
"Tomcat8","801","1","0","class","ValveBase"
"Tomcat8","802","1","0","class","AccessLogValve"
"Tomcat8","802","6","0","interface","AccessLogElement"
"Tomcat8","802","7","0","interface","AccessLogElement"
"Tomcat8","802","8","0","interface","AccessLogElement"
"Tomcat8","802","9","0","interface","AccessLogElement"
"Tomcat8","802","10","0","interface","AccessLogElement"
"Tomcat8","802","11","0","interface","AccessLogElement"
"Tomcat8","802","12","0","interface","AccessLogElement"
