"appName","fileId","subId","resultType","name"
"Tomcat8","57","2","Session","getInstance"
"Tomcat8","57","3","Session","getInstance"
"Tomcat8","65","3","","AuthException"
"Tomcat8","65","4","","AuthException"
"Tomcat8","65","5","","AuthException"
"Tomcat8","65","6","","AuthException"
"Tomcat8","66","8","","AuthStatus"
"Tomcat8","66","9","String","toString"
"Tomcat8","67","5","","CallerPrincipalCallback"
"Tomcat8","67","6","","CallerPrincipalCallback"
"Tomcat8","67","7","Subject","getSubject"
"Tomcat8","67","8","Principal","getPrincipal"
"Tomcat8","67","9","String","getName"
"Tomcat8","68","3","","CertStoreCallback"
"Tomcat8","68","4","void","setCertStore"
"Tomcat8","68","5","CertStore","getCertStore"
"Tomcat8","69","4","","GroupPrincipalCallback"
"Tomcat8","69","5","Subject","getSubject"
"Tomcat8","69","6","String[]","getGroups"
"Tomcat8","70","6","","PasswordValidationCallback"
"Tomcat8","70","7","Subject","getSubject"
"Tomcat8","70","8","String","getUsername"
"Tomcat8","70","9","char[]","getPassword"
"Tomcat8","70","10","void","clearPassword"
"Tomcat8","70","11","void","setResult"
"Tomcat8","70","12","boolean","getResult"
"Tomcat8","71","5","","PrivateKeyCallback"
"Tomcat8","71","6","Request","getRequest"
"Tomcat8","71","7","void","setKey"
"Tomcat8","71","8","PrivateKey","getKey"
"Tomcat8","71","9","Certificate[]","getChain"
"Tomcat8","71","16","","AliasRequest"
"Tomcat8","71","17","String","getAlias"
"Tomcat8","71","20","","DigestRequest"
"Tomcat8","71","21","byte[]","getDigest"
"Tomcat8","71","22","String","getAlgorithm"
"Tomcat8","71","24","","SubjectKeyIDRequest"
"Tomcat8","71","25","byte[]","getSubjectKeyID"
"Tomcat8","71","28","","IssuerSerialNumRequest"
"Tomcat8","71","29","X500Principal","getIssuer"
"Tomcat8","71","30","BigInteger","getSerialNum"
"Tomcat8","72","4","","SecretKeyCallback"
"Tomcat8","72","5","Request","getRequest"
"Tomcat8","72","6","void","setKey"
"Tomcat8","72","7","SecretKey","getKey"
"Tomcat8","72","11","","AliasRequest"
"Tomcat8","72","12","String","getAlias"
"Tomcat8","73","3","void","setTrustStore"
"Tomcat8","73","4","KeyStore","getTrustStore"
"Tomcat8","74","2","AuthStatus","secureRequest"
"Tomcat8","74","3","AuthStatus","validateResponse"
"Tomcat8","74","4","void","cleanSubject"
"Tomcat8","75","2","String","getMessageLayer"
"Tomcat8","75","3","String","getAppContext"
"Tomcat8","75","4","String","getAuthContextID"
"Tomcat8","75","5","void","refresh"
"Tomcat8","75","6","boolean","isProtected"
"Tomcat8","76","2","AuthConfigFactory","getFactory"
"Tomcat8","77","2","ClientAuthConfig","getClientAuthConfig"
"Tomcat8","77","3","ServerAuthConfig","getServerAuthConfig"
"Tomcat8","77","4","void","refresh"
"Tomcat8","78","2","ClientAuthContext","getAuthContext"
"Tomcat8","80","2","void","notify"
"Tomcat8","81","2","ServerAuthContext","getAuthContext"
"Tomcat8","83","2","Object","getRequestMessage"
"Tomcat8","83","3","Object","getResponseMessage"
"Tomcat8","83","4","void","setRequestMessage"
"Tomcat8","83","5","void","setResponseMessage"
"Tomcat8","83","6","Map","getMap"
"Tomcat8","84","4","","MessagePolicy"
"Tomcat8","84","5","boolean","isMandatory"
"Tomcat8","84","6","TargetPolicy[]","getTargetPolicies"
"Tomcat8","84","13","String","getID"
"Tomcat8","84","14","Object","get"
"Tomcat8","84","15","void","remove"
"Tomcat8","84","16","void","put"
"Tomcat8","84","19","","TargetPolicy"
"Tomcat8","84","20","Target[]","getTargets"
"Tomcat8","84","21","ProtectionPolicy","getProtectionPolicy"
"Tomcat8","85","2","void","initialize"
"Tomcat8","85","3","Class[]","getSupportedMessageTypes"
"Tomcat8","86","2","void","initialize"
"Tomcat8","86","3","Class[]","getSupportedMessageTypes"
"Tomcat8","87","2","AuthStatus","validateRequest"
"Tomcat8","87","3","AuthStatus","secureResponse"
"Tomcat8","87","4","void","cleanSubject"
"Tomcat8","97","8","ServletRequest","getRequest"
"Tomcat8","97","9","ServletResponse","getResponse"
"Tomcat8","97","10","boolean","hasOriginalRequestAndResponse"
"Tomcat8","97","11","void","dispatch"
"Tomcat8","97","12","void","dispatch"
"Tomcat8","97","13","void","dispatch"
"Tomcat8","97","14","void","complete"
"Tomcat8","97","15","void","start"
"Tomcat8","97","16","void","addListener"
"Tomcat8","97","17","void","addListener"
"Tomcat8","97","18","T","createListener"
"Tomcat8","97","19","void","setTimeout"
"Tomcat8","97","20","long","getTimeout"
"Tomcat8","98","6","","AsyncEvent"
"Tomcat8","98","7","","AsyncEvent"
"Tomcat8","98","8","","AsyncEvent"
"Tomcat8","98","9","","AsyncEvent"
"Tomcat8","98","10","AsyncContext","getAsyncContext"
"Tomcat8","98","11","ServletRequest","getSuppliedRequest"
"Tomcat8","98","12","ServletResponse","getSuppliedResponse"
"Tomcat8","98","13","Throwable","getThrowable"
"Tomcat8","99","2","void","onComplete"
"Tomcat8","99","3","void","onTimeout"
"Tomcat8","99","4","void","onError"
"Tomcat8","99","5","void","onStartAsync"
"Tomcat8","100","2","Collection","getTaglibs"
"Tomcat8","100","3","Collection","getJspPropertyGroups"
"Tomcat8","101","2","Collection","getUrlPatterns"
"Tomcat8","101","3","String","getElIgnored"
"Tomcat8","101","4","String","getErrorOnELNotFound"
"Tomcat8","101","5","String","getPageEncoding"
"Tomcat8","101","6","String","getScriptingInvalid"
"Tomcat8","101","7","String","getIsXml"
"Tomcat8","101","8","Collection","getIncludePreludes"
"Tomcat8","101","9","Collection","getIncludeCodas"
"Tomcat8","101","10","String","getDeferredSyntaxAllowedAsLiteral"
"Tomcat8","101","11","String","getTrimDirectiveWhitespaces"
"Tomcat8","101","12","String","getDefaultContentType"
"Tomcat8","101","13","String","getBuffer"
"Tomcat8","101","14","String","getErrorOnUndeclaredNamespace"
"Tomcat8","102","2","String","getTaglibURI"
"Tomcat8","102","3","String","getTaglibLocation"
"Tomcat8","104","2","void","init"
"Tomcat8","104","3","void","doFilter"
"Tomcat8","104","4","void","destroy"
"Tomcat8","105","2","void","doFilter"
"Tomcat8","106","2","String","getFilterName"
"Tomcat8","106","3","ServletContext","getServletContext"
"Tomcat8","106","4","String","getInitParameter"
"Tomcat8","106","5","Enumeration","getInitParameterNames"
"Tomcat8","107","2","void","addMappingForServletNames"
"Tomcat8","107","3","Collection","getServletNameMappings"
"Tomcat8","107","4","void","addMappingForUrlPatterns"
"Tomcat8","107","5","Collection","getUrlPatternMappings"
"Tomcat8","108","4","String","getInitParameter"
"Tomcat8","108","5","Enumeration","getInitParameterNames"
"Tomcat8","108","6","FilterConfig","getFilterConfig"
"Tomcat8","108","7","ServletContext","getServletContext"
"Tomcat8","108","8","void","init"
"Tomcat8","108","9","void","init"
"Tomcat8","108","10","String","getFilterName"
"Tomcat8","109","4","","GenericServlet"
"Tomcat8","109","5","void","destroy"
"Tomcat8","109","6","String","getInitParameter"
"Tomcat8","109","7","Enumeration","getInitParameterNames"
"Tomcat8","109","8","ServletConfig","getServletConfig"
"Tomcat8","109","9","ServletContext","getServletContext"
"Tomcat8","109","10","String","getServletInfo"
"Tomcat8","109","11","void","init"
"Tomcat8","109","12","void","init"
"Tomcat8","109","13","void","log"
"Tomcat8","109","14","void","log"
"Tomcat8","109","15","void","service"
"Tomcat8","109","16","String","getServletName"
"Tomcat8","110","16","","Cookie"
"Tomcat8","110","17","void","setComment"
"Tomcat8","110","18","String","getComment"
"Tomcat8","110","19","void","setDomain"
"Tomcat8","110","20","String","getDomain"
"Tomcat8","110","21","void","setMaxAge"
"Tomcat8","110","22","int","getMaxAge"
"Tomcat8","110","23","void","setPath"
"Tomcat8","110","24","String","getPath"
"Tomcat8","110","25","void","setSecure"
"Tomcat8","110","26","boolean","getSecure"
"Tomcat8","110","27","String","getName"
"Tomcat8","110","28","void","setValue"
"Tomcat8","110","29","String","getValue"
"Tomcat8","110","30","int","getVersion"
"Tomcat8","110","31","void","setVersion"
"Tomcat8","110","32","Object","clone"
"Tomcat8","110","33","void","setHttpOnly"
"Tomcat8","110","34","boolean","isHttpOnly"
"Tomcat8","110","35","void","setAttribute"
"Tomcat8","110","36","void","setAttributeInternal"
"Tomcat8","110","37","String","getAttribute"
"Tomcat8","110","38","Map","getAttributes"
"Tomcat8","110","39","int","hashCode"
"Tomcat8","110","40","boolean","equals"
"Tomcat8","111","3","void","doFilter"
"Tomcat8","111","4","void","doFilter"
"Tomcat8","112","18","","HttpServlet"
"Tomcat8","112","19","void","init"
"Tomcat8","112","20","void","doGet"
"Tomcat8","112","21","long","getLastModified"
"Tomcat8","112","22","void","doHead"
"Tomcat8","112","23","void","doPost"
"Tomcat8","112","24","void","doPut"
"Tomcat8","112","25","void","doDelete"
"Tomcat8","112","26","void","sendMethodNotAllowed"
"Tomcat8","112","27","String","getCachedAllowHeaderValue"
"Tomcat8","112","28","Method[]","getAllDeclaredMethods"
"Tomcat8","112","29","void","doOptions"
"Tomcat8","112","30","void","doTrace"
"Tomcat8","112","31","void","service"
"Tomcat8","112","32","void","maybeSetLastModified"
"Tomcat8","112","33","void","service"
"Tomcat8","112","42","boolean","getAllowTrace"
"Tomcat8","112","47","","NoBodyResponse"
"Tomcat8","112","48","void","setContentLength"
"Tomcat8","112","49","void","setContentLength"
"Tomcat8","112","50","void","setContentLengthLong"
"Tomcat8","112","51","void","setHeader"
"Tomcat8","112","52","void","addHeader"
"Tomcat8","112","53","void","setIntHeader"
"Tomcat8","112","54","void","addIntHeader"
"Tomcat8","112","55","void","checkHeader"
"Tomcat8","112","56","ServletOutputStream","getOutputStream"
"Tomcat8","112","57","PrintWriter","getWriter"
"Tomcat8","112","58","void","reset"
"Tomcat8","112","59","void","resetBuffer"
"Tomcat8","112","65","","NoBodyOutputStream"
"Tomcat8","112","66","long","getWrittenByteCount"
"Tomcat8","112","67","void","write"
"Tomcat8","112","68","void","write"
"Tomcat8","112","69","boolean","isReady"
"Tomcat8","112","70","void","setWriteListener"
"Tomcat8","112","71","void","checkCommit"
"Tomcat8","112","72","void","resetBuffer"
"Tomcat8","112","76","","NoBodyPrintWriter"
"Tomcat8","112","77","void","resetBuffer"
"Tomcat8","112","78","void","flush"
"Tomcat8","112","79","void","close"
"Tomcat8","112","80","boolean","checkError"
"Tomcat8","112","81","void","write"
"Tomcat8","112","82","void","write"
"Tomcat8","112","83","void","write"
"Tomcat8","112","84","void","write"
"Tomcat8","112","85","void","write"
"Tomcat8","112","86","void","print"
"Tomcat8","112","87","void","print"
"Tomcat8","112","88","void","print"
"Tomcat8","112","89","void","print"
"Tomcat8","112","90","void","print"
"Tomcat8","112","91","void","print"
"Tomcat8","112","92","void","print"
"Tomcat8","112","93","void","print"
"Tomcat8","112","94","void","print"
"Tomcat8","112","95","void","println"
"Tomcat8","112","96","void","println"
"Tomcat8","112","97","void","println"
"Tomcat8","112","98","void","println"
"Tomcat8","112","99","void","println"
"Tomcat8","112","100","void","println"
"Tomcat8","112","101","void","println"
"Tomcat8","112","102","void","println"
"Tomcat8","112","103","void","println"
"Tomcat8","112","104","void","println"
"Tomcat8","112","106","","NoBodyAsyncContextListener"
"Tomcat8","112","107","void","onComplete"
"Tomcat8","112","108","void","onTimeout"
"Tomcat8","112","109","void","onError"
"Tomcat8","112","110","void","onStartAsync"
"Tomcat8","113","2","String","getMatchValue"
"Tomcat8","113","3","String","getPattern"
"Tomcat8","113","4","String","getServletName"
"Tomcat8","113","5","MappingMatch","getMappingMatch"
"Tomcat8","114","6","String","getAuthType"
"Tomcat8","114","7","Cookie[]","getCookies"
"Tomcat8","114","8","long","getDateHeader"
"Tomcat8","114","9","String","getHeader"
"Tomcat8","114","10","Enumeration","getHeaders"
"Tomcat8","114","11","Enumeration","getHeaderNames"
"Tomcat8","114","12","int","getIntHeader"
"Tomcat8","114","13","HttpServletMapping","getHttpServletMapping"
"Tomcat8","114","14","String","getMethod"
"Tomcat8","114","15","String","getPathInfo"
"Tomcat8","114","16","String","getPathTranslated"
"Tomcat8","114","17","PushBuilder","newPushBuilder"
"Tomcat8","114","18","String","getContextPath"
"Tomcat8","114","19","String","getQueryString"
"Tomcat8","114","20","String","getRemoteUser"
"Tomcat8","114","21","boolean","isUserInRole"
"Tomcat8","114","22","java.security.Principal","getUserPrincipal"
"Tomcat8","114","23","String","getRequestedSessionId"
"Tomcat8","114","24","String","getRequestURI"
"Tomcat8","114","25","StringBuffer","getRequestURL"
"Tomcat8","114","26","String","getServletPath"
"Tomcat8","114","27","HttpSession","getSession"
"Tomcat8","114","28","HttpSession","getSession"
"Tomcat8","114","29","String","changeSessionId"
"Tomcat8","114","30","boolean","isRequestedSessionIdValid"
"Tomcat8","114","31","boolean","isRequestedSessionIdFromCookie"
"Tomcat8","114","32","boolean","isRequestedSessionIdFromURL"
"Tomcat8","114","33","boolean","authenticate"
"Tomcat8","114","34","void","login"
"Tomcat8","114","35","void","logout"
"Tomcat8","114","36","Collection","getParts"
"Tomcat8","114","37","Part","getPart"
"Tomcat8","114","38","T","upgrade"
"Tomcat8","114","39","Map","getTrailerFields"
"Tomcat8","114","40","boolean","isTrailerFieldsReady"
"Tomcat8","115","2","","HttpServletRequestWrapper"
"Tomcat8","115","3","HttpServletRequest","_getHttpServletRequest"
"Tomcat8","115","4","String","getAuthType"
